x,y,LAST_UPDATED,NORMAL_SNOWFALL,DAYS_WITH_VALID_SNOWFALL,DAYS_WITH_VALID_MIN_TEMP,MEAN_TEMPERATURE,CLIMATE_IDENTIFIER,ENG_PROVINCE_NAME,DAYS_WITH_VALID_MAX_TEMP,PROVINCE_CODE,SNOW_ON_GROUND_LAST_DAY,MIN_TEMPERATURE,COOLING_DEGREE_DAYS,TOTAL_PRECIPITATION,LATITUDE,STATION_NAME,DAYS_WITH_VALID_MEAN_TEMP,BRIGHT_SUNSHINE,LOCAL_MONTH,MAX_TEMPERATURE,NORMAL_SUNSHINE,LOCAL_YEAR,DAYS_WITH_VALID_PRECIP,DAYS_WITH_VALID_SUNSHINE,FRE_PROVINCE_NAME,ID,LONGITUDE,HEATING_DEGREE_DAYS,LOCAL_DATE,TOTAL_SNOWFALL,NORMAL_MEAN_TEMPERATURE,DAYS_WITH_PRECIP_GE_1MM,NORMAL_PRECIPITATION
-119.28952777777778,52.12902777777778,2023-06-27 09:58:12,9.95,31,31,5.412903225806452,1160899,BRITISH COLUMBIA,31,BC,0,-8.1,0,66.5,52.129,BLUE RIVER A,31,,10,15,82.01,2013,31,,COLOMBIE-BRITANNIQUE,1237.2013.10,-119.290,390.2,2013-10,0,4.52,8,102.51
-119.28952777777778,52.12902777777778,2023-06-27 10:03:15,82.38,30,30,-2.5366666666666666,1160899,BRITISH COLUMBIA,30,BC,24,-17.7,0,71.4,52.129,BLUE RIVER A,30,,11,5.2,33.54,2013,30,,COLOMBIE-BRITANNIQUE,1237.2013.11,-119.290,616.1,2013-11,78.2,-1.85,16,115.2
-119.28952777777778,52.12902777777778,2024-06-18 09:47:24,103.38,29,29,-7.482758620689655,1160899,BRITISH COLUMBIA,29,BC,90,-30.7,0,116.3,52.129,BLUE RIVER A,29,,12,1.9,29.47,2013,29,,COLOMBIE-BRITANNIQUE,1237.2013.12,-119.290,739,2013-12,142.5,-7.14,17,88.41
-119.28952777777778,52.12902777777778,2023-06-27 10:00:25,113.47,31,31,-4.725806451612903,1160899,BRITISH COLUMBIA,31,BC,103,-23.6,0,124.2,52.129,BLUE RIVER A,31,,1,5.1,39.3,2014,31,,COLOMBIE-BRITANNIQUE,1237.2014.1,-119.290,704.5,2014-01,129.4,-7.25,12,105.43
-119.28952777777778,52.12902777777778,2023-06-27 09:58:12,49.53,28,28,-11.257142857142858,1160899,BRITISH COLUMBIA,28,BC,122,-36.6,0,65.2,52.129,BLUE RIVER A,28,,2,4.9,62.98,2014,28,,COLOMBIE-BRITANNIQUE,1237.2014.2,-119.290,819.2,2014-02,92,-4.35,10,53.84
-119.28952777777778,52.12902777777778,2023-06-27 09:48:41,38.27,31,31,-1.6096774193548387,1160899,BRITISH COLUMBIA,31,BC,109,-18.1,0,103.6,52.129,BLUE RIVER A,31,,3,9,102.41,2014,31,,COLOMBIE-BRITANNIQUE,1237.2014.3,-119.290,607.9,2014-03,86.4,0.45,16,64.69
-119.28952777777778,52.12902777777778,2023-06-27 10:00:25,7.03,29,29,4.36896551724138,1160899,BRITISH COLUMBIA,29,BC,0,-8.9,0,50.8,52.129,BLUE RIVER A,29,,4,21.2,153.22,2014,29,,COLOMBIE-BRITANNIQUE,1237.2014.4,-119.290,395.3,2014-04,3.2,5.15,14,58.7
-119.28952777777778,52.12902777777778,2023-06-27 09:58:13,0.35,30,30,10.133333333333333,1160899,BRITISH COLUMBIA,30,BC,0,-5.9,0,125,52.129,BLUE RIVER A,30,,5,24.5,195.5,2014,30,,COLOMBIE-BRITANNIQUE,1237.2014.5,-119.290,236,2014-05,0,10.23,16,75.83
-119.28952777777778,52.12902777777778,2023-06-27 10:04:22,,29,29,13.427586206896551,1160899,BRITISH COLUMBIA,29,BC,0,-2.2,0,74,52.129,BLUE RIVER A,29,,6,27.6,191.28,2014,29,,COLOMBIE-BRITANNIQUE,1237.2014.6,-119.290,132.6,2014-06,0,14.03,10,98.79
-119.28952777777778,52.12902777777778,2023-07-19 11:18:54,,30,30,18.423333333333332,1160899,BRITISH COLUMBIA,30,BC,0,3.7,38.8,52,52.129,BLUE RIVER A,30,,7,35.5,216.57,2014,30,,COLOMBIE-BRITANNIQUE,1237.2014.7,-119.290,26.1,2014-07,0,16.42,5,107.31
-119.28952777777778,52.12902777777778,2023-06-27 09:59:01,,31,31,16.980645161290322,1160899,BRITISH COLUMBIA,31,BC,0,2.4,22.5,91.4,52.129,BLUE RIVER A,31,,8,34.1,216.22,2014,31,,COLOMBIE-BRITANNIQUE,1237.2014.8,-119.290,54.1,2014-08,0,15.96,8,82.4
-119.28952777777778,52.12902777777778,2023-06-27 09:54:15,0.04,30,30,11.63,1160899,BRITISH COLUMBIA,30,BC,0,-4.4,0,112.8,52.129,BLUE RIVER A,30,,9,27.2,161.28,2014,30,,COLOMBIE-BRITANNIQUE,1237.2014.9,-119.290,191.1,2014-09,0,11.04,13,71.32
-119.28952777777778,52.12902777777778,2023-06-27 09:59:01,9.95,29,29,7.627586206896551,1160899,BRITISH COLUMBIA,29,BC,0,-4.3,0,149,52.129,BLUE RIVER A,29,,10,21.5,82.01,2014,29,,COLOMBIE-BRITANNIQUE,1237.2014.10,-119.290,300.8,2014-10,0,4.52,16,102.51
-119.28952777777778,52.12902777777778,2023-06-27 09:50:41,82.38,30,30,-3.283333333333333,1160899,BRITISH COLUMBIA,30,BC,42,-30.6,0,180.2,52.129,BLUE RIVER A,30,,11,9.7,33.54,2014,30,,COLOMBIE-BRITANNIQUE,1237.2014.11,-119.290,638.5,2014-11,79.3,-1.85,15,115.2
-119.28952777777778,52.12902777777778,2023-06-27 10:04:22,103.38,31,31,-5.948387096774193,1160899,BRITISH COLUMBIA,31,BC,48,-26.2,0,106.4,52.129,BLUE RIVER A,31,,12,2.6,29.47,2014,31,,COLOMBIE-BRITANNIQUE,1237.2014.12,-119.290,742.4,2014-12,62.4,-7.14,14,88.41
-119.28952777777778,52.12902777777778,2023-06-27 09:59:01,113.47,31,31,-3.835483870967742,1160899,BRITISH COLUMBIA,31,BC,76,-20.6,0,125,52.129,BLUE RIVER A,31,,1,3.2,39.3,2015,31,,COLOMBIE-BRITANNIQUE,1237.2015.1,-119.290,676.9,2015-01,108,-7.25,17,105.43
-119.28952777777778,52.12902777777778,2023-06-27 09:56:56,49.53,28,28,-0.8678571428571429,1160899,BRITISH COLUMBIA,28,BC,58,-13.8,0,65.8,52.129,BLUE RIVER A,28,,2,8.4,62.98,2015,28,,COLOMBIE-BRITANNIQUE,1237.2015.2,-119.290,528.3,2015-02,32.6,-4.35,12,53.84
-119.28952777777778,52.12902777777778,2023-06-27 10:04:22,38.27,31,31,2.6548387096774193,1160899,BRITISH COLUMBIA,31,BC,6,-17.3,0,110.2,52.129,BLUE RIVER A,31,,3,15.1,102.41,2015,31,,COLOMBIE-BRITANNIQUE,1237.2015.3,-119.290,475.7,2015-03,1.2,0.45,18,64.69
-119.28952777777778,52.12902777777778,2023-06-27 09:50:41,7.03,30,30,5.32,1160899,BRITISH COLUMBIA,30,BC,0,-7.2,0,45.4,52.129,BLUE RIVER A,30,,4,22.6,153.22,2015,30,,COLOMBIE-BRITANNIQUE,1237.2015.4,-119.290,380.4,2015-04,7.8,5.15,9,58.7
-119.28952777777778,52.12902777777778,2023-06-27 09:50:41,0.35,31,31,11.919354838709678,1160899,BRITISH COLUMBIA,31,BC,0,-4.8,0,45,52.129,BLUE RIVER A,31,,5,28.5,195.5,2015,31,,COLOMBIE-BRITANNIQUE,1237.2015.5,-119.290,188.5,2015-05,0,10.23,11,75.83
-119.28952777777778,52.12902777777778,2023-06-27 10:01:50,,28,28,16.553571428571427,1160899,BRITISH COLUMBIA,28,BC,0,2,23.1,96.4,52.129,BLUE RIVER A,28,,6,36,191.28,2015,28,,COLOMBIE-BRITANNIQUE,1237.2015.6,-119.290,63.6,2015-06,0,14.03,9,98.79
-119.28952777777778,52.12902777777778,2023-06-27 10:01:50,,31,31,17.780645161290323,1160899,BRITISH COLUMBIA,31,BC,0,4.6,38.6,48.4,52.129,BLUE RIVER A,31,,7,35.7,216.57,2015,31,,COLOMBIE-BRITANNIQUE,1237.2015.7,-119.290,45.4,2015-07,0,16.42,9,107.31
-119.28952777777778,52.12902777777778,2023-06-27 10:04:22,,31,31,16.483870967741936,1160899,BRITISH COLUMBIA,31,BC,0,0.1,16.2,91.1,52.129,BLUE RIVER A,31,,8,33.7,216.22,2015,31,,COLOMBIE-BRITANNIQUE,1237.2015.8,-119.290,63.2,2015-08,0,15.96,10,82.4
-119.28952777777778,52.12902777777778,2023-06-27 09:54:15,0.04,28,28,10.25,1160899,BRITISH COLUMBIA,28,BC,0,-1.5,0,97,52.129,BLUE RIVER A,28,,9,28.2,161.28,2015,28,,COLOMBIE-BRITANNIQUE,1237.2015.9,-119.290,217,2015-09,0,11.04,12,71.32
-119.28952777777778,52.12902777777778,2023-06-27 10:08:59,9.95,27,27,6.5777777777777775,1160899,BRITISH COLUMBIA,27,BC,0,-3.7,0,81.8,52.129,BLUE RIVER A,27,,10,18.1,82.01,2015,27,,COLOMBIE-BRITANNIQUE,1237.2015.10,-119.290,308.4,2015-10,0,4.52,14,102.51
-119.28952777777778,52.12902777777778,2023-06-27 09:59:02,82.38,29,29,-4.241379310344827,1160899,BRITISH COLUMBIA,29,BC,38,-22.9,0,123.8,52.129,BLUE RIVER A,29,,11,7.6,33.54,2015,29,,COLOMBIE-BRITANNIQUE,1237.2015.11,-119.290,645,2015-11,92.8,-1.85,12,115.2
-119.28952777777778,52.12902777777778,2023-06-27 10:08:59,103.38,31,31,-5.945161290322581,1160899,BRITISH COLUMBIA,31,BC,67,-25,0,115.9,52.129,BLUE RIVER A,31,,12,2.8,29.47,2015,31,,COLOMBIE-BRITANNIQUE,1237.2015.12,-119.290,742.3,2015-12,127.9,-7.14,17,88.41
-119.28952777777778,52.12902777777778,2023-06-27 09:54:15,113.47,31,31,-5.580645161290323,1160899,BRITISH COLUMBIA,31,BC,88,-28.2,0,108.5,52.129,BLUE RIVER A,31,,1,3.8,39.3,2016,31,,COLOMBIE-BRITANNIQUE,1237.2016.1,-119.290,731,2016-01,100.4,-7.25,12,105.43
-119.28952777777778,52.12902777777778,2023-06-27 09:56:57,49.53,29,29,-0.506896551724138,1160899,BRITISH COLUMBIA,29,BC,78,-15.2,0,84.4,52.129,BLUE RIVER A,29,,2,8.9,62.98,2016,29,,COLOMBIE-BRITANNIQUE,1237.2016.2,-119.290,536.7,2016-02,52.6,-4.35,16,53.84
-119.28952777777778,52.12902777777778,2023-06-27 10:01:51,38.27,31,31,2.9838709677419355,1160899,BRITISH COLUMBIA,31,BC,18,-11.4,0,75.2,52.129,BLUE RIVER A,31,,3,18.5,102.41,2016,31,,COLOMBIE-BRITANNIQUE,1237.2016.3,-119.290,465.5,2016-03,18,0.45,15,64.69
-119.28952777777778,52.12902777777778,2023-06-27 10:04:22,7.03,30,30,8.493333333333334,1160899,BRITISH COLUMBIA,30,BC,0,-4.5,0,39,52.129,BLUE RIVER A,30,,4,26.5,153.22,2016,30,,COLOMBIE-BRITANNIQUE,1237.2016.4,-119.290,285.2,2016-04,0,5.15,8,58.7
-119.28952777777778,52.12902777777778,2023-06-27 09:50:42,0.35,31,31,11.212903225806452,1160899,BRITISH COLUMBIA,31,BC,0,-2.5,0,80.4,52.129,BLUE RIVER A,31,,5,28.5,195.5,2016,31,,COLOMBIE-BRITANNIQUE,1237.2016.5,-119.290,210.4,2016-05,0,10.23,11,75.83
-119.28952777777778,52.12902777777778,2023-06-27 09:54:15,,30,30,14.52,1160899,BRITISH COLUMBIA,30,BC,0,3,6.9,122,52.129,BLUE RIVER A,30,,6,31.5,191.28,2016,30,,COLOMBIE-BRITANNIQUE,1237.2016.6,-119.290,111.3,2016-06,0,14.03,17,98.79
-119.28952777777778,52.12902777777778,2023-06-27 10:06:38,,31,31,16.53548387096774,1160899,BRITISH COLUMBIA,31,BC,0,4.5,7.6,91.4,52.129,BLUE RIVER A,31,,7,31.5,216.57,2016,31,,COLOMBIE-BRITANNIQUE,1237.2016.7,-119.290,53,2016-07,0,16.42,19,107.31
-119.28952777777778,52.12902777777778,2023-06-27 09:54:15,,31,31,17.15806451612903,1160899,BRITISH COLUMBIA,31,BC,0,3.5,13.4,59,52.129,BLUE RIVER A,31,,8,30.5,216.22,2016,31,,COLOMBIE-BRITANNIQUE,1237.2016.8,-119.290,39.5,2016-08,0,15.96,11,82.4
-119.28952777777778,52.12902777777778,2023-06-27 09:59:02,0.04,30,30,10.383333333333333,1160899,BRITISH COLUMBIA,30,BC,0,-3,0,113.2,52.129,BLUE RIVER A,30,,9,25,161.28,2016,30,,COLOMBIE-BRITANNIQUE,1237.2016.9,-119.290,228.5,2016-09,0,11.04,15,71.32
-119.28952777777778,52.12902777777778,2023-06-27 09:56:58,9.95,31,31,5.035483870967742,1160899,BRITISH COLUMBIA,31,BC,0,-7,0,187.4,52.129,BLUE RIVER A,31,,10,13,82.01,2016,31,,COLOMBIE-BRITANNIQUE,1237.2016.10,-119.290,401.9,2016-10,8.6,4.52,25,102.51
-119.28952777777778,52.12902777777778,2023-06-27 09:54:16,82.38,30,30,2.9133333333333336,1160899,BRITISH COLUMBIA,30,BC,12,-3,0,140,52.129,BLUE RIVER A,30,,11,16.5,33.54,2016,30,,COLOMBIE-BRITANNIQUE,1237.2016.11,-119.290,452.6,2016-11,61.4,-1.85,17,115.2
-119.28952777777778,52.12902777777778,2023-06-27 09:59:03,103.38,31,31,-10.625806451612902,1160899,BRITISH COLUMBIA,31,BC,78,-30,0,97.6,52.129,BLUE RIVER A,31,,12,2.5,29.47,2016,31,,COLOMBIE-BRITANNIQUE,1237.2016.12,-119.290,887.4,2016-12,187,-7.14,12,88.41
-119.28952777777778,52.12902777777778,2023-06-27 10:06:38,113.47,31,31,-10.67741935483871,1160899,BRITISH COLUMBIA,31,BC,67,-34,0,56.6,52.129,BLUE RIVER A,31,,1,5,39.3,2017,31,,COLOMBIE-BRITANNIQUE,1237.2017.1,-119.290,889,2017-01,64.6,-7.25,9,105.43
-119.28952777777778,52.12902777777778,2023-06-27 09:59:03,49.53,28,28,-6.882142857142857,1160899,BRITISH COLUMBIA,28,BC,76,-29.5,0,71.6,52.129,BLUE RIVER A,28,,2,8.5,62.98,2017,28,,COLOMBIE-BRITANNIQUE,1237.2017.2,-119.290,696.7,2017-02,66,-4.35,10,53.84
-119.28952777777778,52.12902777777778,2023-06-27 10:06:39,38.27,31,31,-0.16451612903225807,1160899,BRITISH COLUMBIA,31,BC,66,-16.5,0,136.4,52.129,BLUE RIVER A,31,,3,10.5,102.41,2017,31,,COLOMBIE-BRITANNIQUE,1237.2017.3,-119.290,563.1,2017-03,98.2,0.45,24,64.69
-119.28952777777778,52.12902777777778,2023-06-27 10:08:59,7.03,30,30,4.713333333333333,1160899,BRITISH COLUMBIA,30,BC,0,-9.5,0,88.6,52.129,BLUE RIVER A,30,,4,16,153.22,2017,30,,COLOMBIE-BRITANNIQUE,1237.2017.4,-119.290,398.6,2017-04,3.2,5.15,19,58.7
-119.28952777777778,52.12902777777778,2023-06-27 10:04:23,0.35,31,31,10.761290322580646,1160899,BRITISH COLUMBIA,31,BC,0,-3.5,0,79.9,52.129,BLUE RIVER A,31,,5,29,195.5,2017,31,,COLOMBIE-BRITANNIQUE,1237.2017.5,-119.290,224.4,2017-05,0,10.23,16,75.83
-119.28952777777778,52.12902777777778,2023-06-27 09:56:58,,30,30,13.786666666666667,1160899,BRITISH COLUMBIA,30,BC,0,1,4.8,61.2,52.129,BLUE RIVER A,30,,6,30.5,191.28,2017,30,,COLOMBIE-BRITANNIQUE,1237.2017.6,-119.290,131.2,2017-06,0,14.03,13,98.79
-119.28952777777778,52.12902777777778,2023-06-27 10:08:59,,31,31,17.761290322580646,1160899,BRITISH COLUMBIA,31,BC,0,1,25,28,52.129,BLUE RIVER A,31,,7,35,216.57,2017,31,,COLOMBIE-BRITANNIQUE,1237.2017.7,-119.290,32.4,2017-07,0,16.42,5,107.31
-119.28952777777778,52.12902777777778,2023-06-27 10:01:52,,31,31,17.329032258064515,1160899,BRITISH COLUMBIA,31,BC,0,2,29.7,26.2,52.129,BLUE RIVER A,31,,8,35.5,216.22,2017,31,,COLOMBIE-BRITANNIQUE,1237.2017.8,-119.290,50.5,2017-08,0,15.96,4,82.4
-119.28952777777778,52.12902777777778,2023-06-27 09:56:58,0.04,30,30,12.033333333333333,1160899,BRITISH COLUMBIA,30,BC,0,-3,2.8,57,52.129,BLUE RIVER A,30,,9,30,161.28,2017,30,,COLOMBIE-BRITANNIQUE,1237.2017.9,-119.290,181.8,2017-09,0,11.04,8,71.32
-119.28952777777778,52.12902777777778,2023-06-27 09:50:43,9.95,31,31,3.8129032258064517,1160899,BRITISH COLUMBIA,31,BC,0,-8,0,104.2,52.129,BLUE RIVER A,31,,10,18,82.01,2017,31,,COLOMBIE-BRITANNIQUE,1237.2017.10,-119.290,439.8,2017-10,20.2,4.52,15,102.51
-119.28952777777778,52.12902777777778,2023-06-27 10:06:39,82.38,30,30,-0.9166666666666666,1160899,BRITISH COLUMBIA,30,BC,9,-17.5,0,124.2,52.129,BLUE RIVER A,30,,11,11,33.54,2017,30,,COLOMBIE-BRITANNIQUE,1237.2017.11,-119.290,567.5,2017-11,68.8,-1.85,16,115.2
-119.28952777777778,52.12902777777778,2023-06-27 09:56:58,103.38,31,31,-8.393548387096773,1160899,BRITISH COLUMBIA,31,BC,28,-31,0,37.4,52.129,BLUE RIVER A,31,,12,1,29.47,2017,31,,COLOMBIE-BRITANNIQUE,1237.2017.12,-119.290,818.2,2017-12,63.6,-7.14,7,88.41
-119.28952777777778,52.12902777777778,2023-06-27 09:54:17,113.47,31,31,-5.283870967741936,1160899,BRITISH COLUMBIA,31,BC,78,-29.5,0,101,52.129,BLUE RIVER A,31,,1,3,39.3,2018,31,,COLOMBIE-BRITANNIQUE,1237.2018.1,-119.290,721.8,2018-01,97.6,-7.25,13,105.43
-119.28952777777778,52.12902777777778,2023-06-27 09:59:03,49.53,28,28,-9.971428571428572,1160899,BRITISH COLUMBIA,28,BC,112,-30,0,135.6,52.129,BLUE RIVER A,28,,2,3.5,62.98,2018,28,,COLOMBIE-BRITANNIQUE,1237.2018.2,-119.290,783.2,2018-02,162.8,-4.35,14,53.84
-119.28952777777778,52.12902777777778,2023-06-27 10:01:52,38.27,31,31,-0.25806451612903225,1160899,BRITISH COLUMBIA,31,BC,63,-15,0,40.2,52.129,BLUE RIVER A,31,,3,11.5,102.41,2018,31,,COLOMBIE-BRITANNIQUE,1237.2018.3,-119.290,566,2018-03,32.8,0.45,11,64.69
-119.28952777777778,52.12902777777778,2023-06-27 10:04:23,7.03,28,28,4.264285714285714,1160899,BRITISH COLUMBIA,28,BC,0,-7,0,36.4,52.129,BLUE RIVER A,28,,4,24.5,153.22,2018,28,,COLOMBIE-BRITANNIQUE,1237.2018.4,-119.290,384.6,2018-04,7.2,5.15,9,58.7
-119.28952777777778,52.12902777777778,2023-06-27 10:06:39,0.35,31,31,13.05483870967742,1160899,BRITISH COLUMBIA,31,BC,0,-2,0,33.2,52.129,BLUE RIVER A,31,,5,30,195.5,2018,31,,COLOMBIE-BRITANNIQUE,1237.2018.5,-119.290,153.3,2018-05,0,10.23,7,75.83
-119.28952777777778,52.12902777777778,2023-06-27 09:59:03,,30,30,14.28,1160899,BRITISH COLUMBIA,30,BC,0,0.5,9.1,108.5,52.129,BLUE RIVER A,30,,6,33,191.28,2018,30,,COLOMBIE-BRITANNIQUE,1237.2018.6,-119.290,120.7,2018-06,0,14.03,17,98.79
-119.28952777777778,52.12902777777778,2023-06-27 09:59:03,,31,31,17.451612903225808,1160899,BRITISH COLUMBIA,31,BC,0,4.5,29.4,36.2,52.129,BLUE RIVER A,31,,7,34.5,216.57,2018,31,,COLOMBIE-BRITANNIQUE,1237.2018.7,-119.290,46.4,2018-07,0,16.42,7,107.31
-119.28952777777778,52.12902777777778,2023-06-27 09:50:43,,31,31,15.883870967741936,1160899,BRITISH COLUMBIA,31,BC,0,3,15.8,98.8,52.129,BLUE RIVER A,31,,8,36.5,216.22,2018,31,,COLOMBIE-BRITANNIQUE,1237.2018.8,-119.290,81.4,2018-08,0,15.96,11,82.4
-119.28952777777778,52.12902777777778,2023-06-27 10:01:53,0.04,30,30,9.203333333333333,1160899,BRITISH COLUMBIA,30,BC,0,-3,0,136.2,52.129,BLUE RIVER A,30,,9,23.5,161.28,2018,30,,COLOMBIE-BRITANNIQUE,1237.2018.9,-119.290,263.9,2018-09,2.6,11.04,15,71.32
-119.28952777777778,52.12902777777778,2023-06-27 09:50:44,9.95,31,31,3.796774193548387,1160899,BRITISH COLUMBIA,31,BC,0,-7.5,0,47.8,52.129,BLUE RIVER A,31,,10,14,82.01,2018,31,,COLOMBIE-BRITANNIQUE,1237.2018.10,-119.290,440.3,2018-10,2,4.52,12,102.51
-119.28952777777778,52.12902777777778,2023-06-27 09:59:04,82.38,30,30,0.043333333333333335,1160899,BRITISH COLUMBIA,30,BC,20,-9,0,187,52.129,BLUE RIVER A,30,,11,8.5,33.54,2018,30,,COLOMBIE-BRITANNIQUE,1237.2018.11,-119.290,538.7,2018-11,60.4,-1.85,14,115.2
-119.28952777777778,52.12902777777778,2023-06-27 10:09:00,103.38,31,31,-4.645161290322581,1160899,BRITISH COLUMBIA,31,BC,73,-22.5,0,104.6,52.129,BLUE RIVER A,31,,12,4,29.47,2018,31,,COLOMBIE-BRITANNIQUE,1237.2018.12,-119.290,702,2018-12,109,-7.14,14,88.41
-119.28952777777778,52.12902777777778,2023-06-27 09:54:17,113.47,30,30,-4.49,1160899,BRITISH COLUMBIA,30,BC,103,-23,0,119.2,52.129,BLUE RIVER A,30,,1,5.5,39.3,2019,30,,COLOMBIE-BRITANNIQUE,1237.2019.1,-119.290,674.7,2019-01,136.4,-7.25,14,105.43
-119.28952777777778,52.12902777777778,2023-06-27 09:50:44,49.53,28,28,-13.25,1160899,BRITISH COLUMBIA,28,BC,105,-34.5,0,13,52.129,BLUE RIVER A,28,,2,4,62.98,2019,28,,COLOMBIE-BRITANNIQUE,1237.2019.2,-119.290,875,2019-02,15.2,-4.35,2,53.84
-119.28952777777778,52.12902777777778,2023-06-27 09:59:04,38.27,31,31,-0.9161290322580645,1160899,BRITISH COLUMBIA,31,BC,45,-27,0,27,52.129,BLUE RIVER A,31,,3,18,102.41,2019,31,,COLOMBIE-BRITANNIQUE,1237.2019.3,-119.290,586.4,2019-03,20.4,0.45,5,64.69
-119.28952777777778,52.12902777777778,2023-06-27 09:50:44,7.03,30,30,4.373333333333333,1160899,BRITISH COLUMBIA,30,BC,0,-7.5,0,56.9,52.129,BLUE RIVER A,30,,4,17.5,153.22,2019,30,,COLOMBIE-BRITANNIQUE,1237.2019.4,-119.290,408.8,2019-04,1.6,5.15,9,58.7
-119.28952777777778,52.12902777777778,2023-06-27 10:06:39,0.35,31,31,11.87741935483871,1160899,BRITISH COLUMBIA,31,BC,0,-3,0,17.4,52.129,BLUE RIVER A,31,,5,30,195.5,2019,31,,COLOMBIE-BRITANNIQUE,1237.2019.5,-119.290,189.8,2019-05,0,10.23,5,75.83
-119.28952777777778,52.12902777777778,2023-06-27 10:06:39,,30,30,14.106666666666667,1160899,BRITISH COLUMBIA,30,BC,0,2.5,0.5,64.7,52.129,BLUE RIVER A,30,,6,29,191.28,2019,30,,COLOMBIE-BRITANNIQUE,1237.2019.6,-119.290,117.3,2019-06,0,14.03,17,98.79
-119.28952777777778,52.12902777777778,2023-06-27 10:06:39,,31,31,15.76774193548387,1160899,BRITISH COLUMBIA,31,BC,0,3.5,6.8,167,52.129,BLUE RIVER A,31,,7,32,216.57,2019,31,,COLOMBIE-BRITANNIQUE,1237.2019.7,-119.290,76,2019-07,0,16.42,18,107.31
-119.28952777777778,52.12902777777778,2023-06-27 09:56:58,,31,31,16.33225806451613,1160899,BRITISH COLUMBIA,31,BC,0,2,9.9,66.2,52.129,BLUE RIVER A,31,,8,32,216.22,2019,31,,COLOMBIE-BRITANNIQUE,1237.2019.8,-119.290,61.6,2019-08,0,15.96,9,82.4
-119.28952777777778,52.12902777777778,2023-06-27 09:54:17,0.04,30,30,12.29,1160899,BRITISH COLUMBIA,30,BC,0,-3.5,1,108.9,52.129,BLUE RIVER A,30,,9,27.5,161.28,2019,30,,COLOMBIE-BRITANNIQUE,1237.2019.9,-119.290,172.3,2019-09,0,11.04,15,71.32
-119.28952777777778,52.12902777777778,2023-06-27 10:01:53,9.95,31,31,3.106451612903226,1160899,BRITISH COLUMBIA,31,BC,0,-12,0,71.6,52.129,BLUE RIVER A,31,,10,14.5,82.01,2019,31,,COLOMBIE-BRITANNIQUE,1237.2019.10,-119.290,461.7,2019-10,0,4.52,14,102.51
-119.28952777777778,52.12902777777778,2023-06-27 09:54:17,82.38,30,30,-1.58,1160899,BRITISH COLUMBIA,30,BC,0,-20,0,91.5,52.129,BLUE RIVER A,30,,11,7.5,33.54,2019,30,,COLOMBIE-BRITANNIQUE,1237.2019.11,-119.290,587.4,2019-11,22,-1.85,12,115.2
-119.28952777777778,52.12902777777778,2023-06-27 09:56:59,103.38,31,31,-4.887096774193548,1160899,BRITISH COLUMBIA,31,BC,88,-19,0,152.7,52.129,BLUE RIVER A,31,,12,1,29.47,2019,31,,COLOMBIE-BRITANNIQUE,1237.2019.12,-119.290,709.5,2019-12,194.6,-7.14,16,88.41
-119.28952777777778,52.12902777777778,2023-06-27 09:50:44,113.47,31,31,-7.612903225806452,1160899,BRITISH COLUMBIA,31,BC,88,-42,0,118.7,52.129,BLUE RIVER A,31,,1,8,39.3,2020,31,,COLOMBIE-BRITANNIQUE,1237.2020.1,-119.290,794,2020-01,121.8,-7.25,20,105.43
-119.28952777777778,52.12902777777778,2023-06-27 09:54:17,49.53,29,29,-4.182758620689655,1160899,BRITISH COLUMBIA,29,BC,98,-18.5,0,56.9,52.129,BLUE RIVER A,29,,2,6.5,62.98,2020,29,,COLOMBIE-BRITANNIQUE,1237.2020.2,-119.290,643.3,2020-02,86,-4.35,12,53.84
-119.28952777777778,52.12902777777778,2023-06-27 10:06:40,38.27,31,31,-2.0483870967741935,1160899,BRITISH COLUMBIA,31,BC,75,-21,0,39.6,52.129,BLUE RIVER A,31,,3,11.5,102.41,2020,31,,COLOMBIE-BRITANNIQUE,1237.2020.3,-119.290,621.5,2020-03,38.8,0.45,9,64.69
-119.28952777777778,52.12902777777778,2023-06-27 09:56:59,7.03,28,28,2.982142857142857,1160899,BRITISH COLUMBIA,28,BC,0,-14.5,0,0.2,52.129,BLUE RIVER A,28,,4,19,153.22,2020,28,,COLOMBIE-BRITANNIQUE,1237.2020.4,-119.290,420.5,2020-04,0,5.15,0,58.7
-119.28952777777778,52.12902777777778,2023-06-27 09:59:04,0.35,30,30,10.343333333333334,1160899,BRITISH COLUMBIA,30,BC,0,-4,0,53.3,52.129,BLUE RIVER A,30,,5,24.5,195.5,2020,30,,COLOMBIE-BRITANNIQUE,1237.2020.5,-119.290,229.7,2020-05,0,10.23,10,75.83
-119.28952777777778,52.12902777777778,2023-06-27 09:59:04,,30,30,13.036666666666667,1160899,BRITISH COLUMBIA,30,BC,0,-0.5,0.5,157.7,52.129,BLUE RIVER A,30,,6,27.5,191.28,2020,30,,COLOMBIE-BRITANNIQUE,1237.2020.6,-119.290,149.4,2020-06,0,14.03,17,98.79
-119.28952777777778,52.12902777777778,2023-06-27 09:50:44,,31,31,16.148387096774194,1160899,BRITISH COLUMBIA,31,BC,0,5,19.2,142.3,52.129,BLUE RIVER A,31,,7,35.5,216.57,2020,31,,COLOMBIE-BRITANNIQUE,1237.2020.7,-119.290,76.6,2020-07,0,16.42,20,107.31
