"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27","COL28","COL29","COL30","COL31","COL32","COL33","COL34","COL35","COL36","COL37","COL38","COL39","COL40","COL41","COL42","COL43","COL44","COL45","COL46","COL47","COL48","COL49","COL50","COL51","COL52","COL53","COL54","COL55","COL56","COL57","COL58","COL59"
"E5A","E5A",51.60,660.00,0.00,0.00,5.00,5.00,0.00,0.00,50.00,2.20,27000.00,29400.00,1740.00,1690.00,50.00,0.00,1735.00,55.00,110.00,1565.00,30.00,15.00,10.00,0.00,0.00,740.00,715.00,25.00,0.00,740.00,0.00,735.00,740.00,185.00,180.00,100.00,130.00,30.00,65.00,40.00,0.00,725.00,700.00,30.00,25.00,0.00,0.00,0.00,,600.00,655.00,100.00,290.00,175.00,40.00,45.00,830.00,790.00
"E5B","E5B",56.40,1270.00,10.00,30.00,25.00,120.00,0.00,5.00,35.00,2.10,33600.00,38000.00,3130.00,2690.00,385.00,55.00,3130.00,480.00,340.00,2310.00,225.00,145.00,60.00,0.00,10.00,1510.00,1235.00,270.00,0.00,1510.00,10.00,1495.00,1510.00,485.00,285.00,195.00,205.00,125.00,70.00,35.00,105.00,1495.00,1335.00,160.00,270.00,9.30,15.10,11.30,880.00,880.00,1120.00,675.00,230.00,125.00,30.00,65.00,1635.00,1695.00
"E5C","E5C",47.60,1525.00,15.00,5.00,30.00,120.00,0.00,0.00,180.00,2.30,32400.00,36400.00,4325.00,3965.00,345.00,20.00,4325.00,390.00,255.00,3680.00,295.00,245.00,45.00,0.00,0.00,1870.00,1590.00,285.00,0.00,1870.00,20.00,1855.00,1870.00,430.00,420.00,275.00,315.00,105.00,105.00,130.00,90.00,1865.00,1695.00,175.00,280.00,12.50,28.60,26.80,765.00,755.00,1810.00,845.00,490.00,215.00,125.00,130.00,2165.00,2195.00
"E5E","E5E",50.80,420.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,2.20,28800.00,31200.00,925.00,720.00,205.00,0.00,930.00,360.00,215.00,355.00,80.00,0.00,80.00,0.00,0.00,425.00,370.00,55.00,0.00,425.00,0.00,420.00,425.00,135.00,130.00,70.00,35.00,15.00,0.00,20.00,10.00,425.00,375.00,50.00,55.00,0.00,0.00,0.00,424.00,460.00,240.00,195.00,35.00,0.00,0.00,0.00,460.00,490.00
"E5G","E5G",44.00,1110.00,25.00,10.00,25.00,45.00,0.00,0.00,25.00,2.20,33600.00,37200.00,2660.00,2600.00,45.00,15.00,2655.00,95.00,175.00,2385.00,20.00,10.00,10.00,0.00,0.00,1225.00,975.00,255.00,0.00,1225.00,0.00,1225.00,1225.00,435.00,265.00,145.00,190.00,95.00,40.00,35.00,25.00,1225.00,1110.00,115.00,255.00,11.80,19.60,19.60,700.00,730.00,1115.00,810.00,295.00,0.00,0.00,0.00,1360.00,1380.00
"E5H","E5H",47.60,1035.00,50.00,20.00,5.00,25.00,0.00,0.00,80.00,2.30,31600.00,35200.00,2905.00,2710.00,180.00,10.00,2900.00,210.00,125.00,2565.00,125.00,75.00,45.00,0.00,0.00,1250.00,1070.00,185.00,0.00,1250.00,10.00,1240.00,1250.00,410.00,375.00,180.00,115.00,75.00,45.00,25.00,30.00,1240.00,1150.00,85.00,180.00,11.10,11.10,11.80,700.00,660.00,1115.00,440.00,355.00,135.00,105.00,80.00,1430.00,1480.00
"E5J","E5J",48.80,885.00,0.00,0.00,10.00,10.00,0.00,0.00,35.00,2.20,35600.00,40800.00,2085.00,2020.00,65.00,0.00,2085.00,75.00,115.00,1895.00,35.00,30.00,0.00,0.00,0.00,935.00,875.00,60.00,0.00,935.00,0.00,935.00,935.00,205.00,320.00,155.00,120.00,45.00,40.00,50.00,10.00,935.00,890.00,45.00,60.00,0.00,25.00,0.00,810.00,720.00,760.00,180.00,355.00,165.00,25.00,30.00,1095.00,1015.00
"E5K","E5K",45.20,2560.00,20.00,10.00,100.00,110.00,10.00,0.00,95.00,2.50,38000.00,43200.00,7145.00,6955.00,180.00,0.00,7140.00,225.00,450.00,6465.00,110.00,60.00,40.00,0.00,0.00,2890.00,2645.00,245.00,0.00,2890.00,15.00,2880.00,2890.00,475.00,1050.00,530.00,405.00,95.00,135.00,110.00,95.00,2875.00,2650.00,225.00,245.00,16.30,22.40,18.40,830.00,800.00,2940.00,460.00,1360.00,730.00,290.00,100.00,3645.00,3615.00
"E5L","E5L",48.80,1050.00,10.00,10.00,0.00,20.00,0.00,0.00,140.00,2.30,30600.00,34000.00,2875.00,2825.00,50.00,0.00,2875.00,85.00,175.00,2615.00,35.00,15.00,20.00,0.00,0.00,1245.00,1125.00,120.00,0.00,1245.00,0.00,1245.00,1245.00,340.00,375.00,185.00,155.00,55.00,55.00,60.00,25.00,1235.00,1110.00,125.00,125.00,0.00,28.00,32.00,800.00,780.00,1125.00,230.00,205.00,425.00,145.00,125.00,1475.00,1430.00
"E5M","E5M",55.20,895.00,5.00,10.00,0.00,5.00,0.00,5.00,25.00,2.20,31400.00,34800.00,2090.00,1945.00,140.00,0.00,2085.00,155.00,180.00,1750.00,80.00,45.00,35.00,0.00,0.00,980.00,885.00,95.00,0.00,980.00,0.00,980.00,980.00,340.00,230.00,105.00,115.00,50.00,65.00,45.00,25.00,975.00,875.00,95.00,100.00,25.00,15.00,0.00,720.00,770.00,715.00,130.00,135.00,270.00,135.00,35.00,1045.00,1125.00
"E5N","E5N",44.80,4255.00,60.00,95.00,85.00,165.00,0.00,5.00,235.00,2.50,34800.00,38800.00,12170.00,11810.00,360.00,0.00,12165.00,455.00,800.00,10915.00,155.00,85.00,55.00,0.00,0.00,4895.00,4370.00,520.00,0.00,4895.00,45.00,4850.00,4895.00,665.00,1405.00,925.00,750.00,245.00,340.00,290.00,270.00,4850.00,4445.00,405.00,520.00,17.30,22.10,13.60,800.00,828.00,4760.00,830.00,1540.00,1740.00,410.00,245.00,6010.00,6255.00
"E5P","E5P",47.20,955.00,10.00,5.00,20.00,10.00,0.00,0.00,35.00,2.50,30000.00,33200.00,2670.00,2590.00,70.00,0.00,2665.00,80.00,210.00,2380.00,30.00,20.00,10.00,0.00,0.00,1060.00,945.00,115.00,0.00,1060.00,15.00,1045.00,1060.00,285.00,270.00,195.00,115.00,40.00,55.00,40.00,60.00,1030.00,940.00,95.00,115.00,0.00,26.10,0.00,715.00,790.00,1090.00,350.00,460.00,90.00,90.00,100.00,1380.00,1305.00
"E5R","E5R",52.00,635.00,0.00,0.00,10.00,10.00,0.00,0.00,30.00,2.20,29400.00,32400.00,1480.00,1440.00,40.00,0.00,1480.00,45.00,65.00,1370.00,20.00,0.00,15.00,0.00,0.00,685.00,610.00,75.00,0.00,685.00,0.00,680.00,685.00,120.00,195.00,105.00,125.00,35.00,45.00,45.00,15.00,685.00,640.00,45.00,75.00,20.00,0.00,0.00,540.00,520.00,540.00,85.00,90.00,150.00,180.00,30.00,745.00,775.00
"E5S","E5S",52.00,810.00,5.00,0.00,5.00,0.00,0.00,0.00,25.00,2.30,36000.00,40800.00,1965.00,1915.00,45.00,10.00,1970.00,65.00,125.00,1780.00,35.00,10.00,25.00,0.00,0.00,830.00,810.00,15.00,0.00,830.00,0.00,830.00,830.00,145.00,245.00,140.00,135.00,30.00,40.00,60.00,35.00,820.00,750.00,70.00,15.00,0.00,0.00,0.00,,1200.00,690.00,110.00,85.00,215.00,225.00,50.00,970.00,920.00
"E5T","E5T",48.80,1180.00,10.00,0.00,5.00,35.00,0.00,0.00,70.00,2.40,29800.00,32800.00,2990.00,2920.00,60.00,0.00,2985.00,70.00,175.00,2745.00,40.00,20.00,15.00,0.00,0.00,1230.00,1125.00,105.00,0.00,1230.00,0.00,1220.00,1230.00,390.00,260.00,160.00,195.00,35.00,75.00,75.00,45.00,1180.00,1100.00,75.00,100.00,25.00,20.00,20.00,600.00,670.00,1175.00,260.00,390.00,220.00,150.00,155.00,1595.00,1550.00
"E5V","E5V",52.00,320.00,0.00,0.00,0.00,15.00,0.00,0.00,10.00,2.10,32400.00,36000.00,740.00,670.00,65.00,0.00,740.00,85.00,120.00,535.00,35.00,30.00,0.00,0.00,0.00,345.00,275.00,65.00,0.00,345.00,0.00,345.00,345.00,175.00,70.00,35.00,45.00,10.00,10.00,10.00,0.00,345.00,330.00,15.00,70.00,0.00,0.00,0.00,650.00,580.00,255.00,175.00,25.00,15.00,15.00,35.00,360.00,355.00
"E6A","E6A",53.20,490.00,5.00,10.00,0.00,10.00,0.00,5.00,5.00,2.40,28800.00,30800.00,1155.00,1140.00,15.00,0.00,1155.00,25.00,30.00,1100.00,10.00,10.00,0.00,0.00,0.00,485.00,450.00,30.00,0.00,485.00,0.00,480.00,485.00,135.00,190.00,90.00,40.00,0.00,0.00,0.00,0.00,485.00,470.00,20.00,35.00,0.00,0.00,0.00,632.00,640.00,385.00,95.00,90.00,45.00,55.00,100.00,625.00,610.00
"E6B","E6B",51.20,605.00,5.00,0.00,0.00,15.00,0.00,0.00,30.00,2.30,28400.00,30400.00,1555.00,1480.00,60.00,0.00,1555.00,70.00,100.00,1385.00,40.00,0.00,20.00,0.00,0.00,670.00,600.00,65.00,0.00,670.00,0.00,670.00,670.00,235.00,205.00,120.00,55.00,10.00,25.00,15.00,10.00,645.00,590.00,55.00,70.00,0.00,33.30,33.30,690.00,640.00,510.00,150.00,50.00,140.00,105.00,60.00,800.00,780.00
"E6C","E6C",45.20,750.00,5.00,0.00,5.00,0.00,0.00,0.00,125.00,2.40,32800.00,36800.00,2055.00,2005.00,45.00,0.00,2055.00,60.00,85.00,1910.00,30.00,20.00,0.00,0.00,0.00,900.00,855.00,45.00,0.00,900.00,0.00,895.00,900.00,175.00,240.00,185.00,130.00,30.00,50.00,55.00,45.00,900.00,850.00,50.00,45.00,0.00,0.00,33.30,232.00,440.00,845.00,120.00,345.00,300.00,60.00,20.00,1095.00,1010.00
"E6E","E6E",48.80,610.00,0.00,0.00,5.00,25.00,0.00,0.00,30.00,2.20,28800.00,31600.00,1460.00,1415.00,45.00,0.00,1460.00,55.00,115.00,1295.00,25.00,10.00,15.00,0.00,0.00,650.00,550.00,100.00,0.00,650.00,10.00,645.00,650.00,180.00,230.00,90.00,80.00,25.00,20.00,15.00,10.00,635.00,570.00,65.00,100.00,0.00,20.00,21.10,552.00,560.00,525.00,60.00,130.00,175.00,125.00,40.00,760.00,735.00
"E6G","E6G",52.00,1035.00,15.00,5.00,5.00,60.00,0.00,0.00,65.00,2.20,31800.00,34800.00,2630.00,2545.00,85.00,0.00,2630.00,115.00,215.00,2305.00,60.00,35.00,25.00,0.00,0.00,1170.00,1005.00,165.00,0.00,1170.00,0.00,1165.00,1170.00,170.00,570.00,155.00,110.00,35.00,45.00,35.00,55.00,1155.00,1055.00,100.00,165.00,12.10,27.30,27.30,560.00,580.00,1025.00,375.00,140.00,280.00,180.00,50.00,1335.00,1320.00
"E6H","E6H",55.20,545.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,2.10,29800.00,32800.00,1205.00,1135.00,60.00,0.00,1205.00,80.00,95.00,1025.00,30.00,30.00,0.00,0.00,0.00,585.00,555.00,25.00,0.00,585.00,0.00,575.00,585.00,240.00,125.00,45.00,95.00,20.00,15.00,30.00,15.00,585.00,565.00,0.00,25.00,0.00,0.00,0.00,226.00,260.00,400.00,115.00,80.00,105.00,60.00,40.00,625.00,590.00
"E6J","E6J",54.80,530.00,10.00,0.00,10.00,10.00,0.00,0.00,5.00,2.10,27400.00,30000.00,1190.00,1130.00,55.00,0.00,1190.00,65.00,85.00,1045.00,30.00,0.00,30.00,0.00,0.00,565.00,480.00,85.00,0.00,565.00,0.00,565.00,565.00,390.00,90.00,30.00,15.00,0.00,20.00,15.00,15.00,565.00,510.00,55.00,85.00,0.00,17.60,0.00,564.00,530.00,385.00,250.00,10.00,40.00,25.00,45.00,600.00,635.00
"E6K","E6K",50.40,1665.00,0.00,0.00,5.00,45.00,0.00,0.00,75.00,2.30,33600.00,37200.00,4000.00,3820.00,170.00,0.00,3995.00,205.00,230.00,3565.00,105.00,65.00,35.00,0.00,0.00,1780.00,1590.00,185.00,0.00,1780.00,0.00,1775.00,1780.00,465.00,455.00,260.00,205.00,100.00,115.00,95.00,80.00,1755.00,1605.00,145.00,180.00,11.10,19.40,16.70,700.00,745.00,1480.00,335.00,295.00,535.00,225.00,95.00,2105.00,1985.00
"E6L","E6L",47.20,1785.00,5.00,5.00,35.00,25.00,0.00,0.00,120.00,2.40,33200.00,36800.00,4895.00,4775.00,120.00,0.00,4895.00,155.00,320.00,4430.00,80.00,60.00,20.00,0.00,0.00,2005.00,1830.00,175.00,0.00,2005.00,10.00,1990.00,2005.00,330.00,615.00,260.00,375.00,145.00,115.00,100.00,65.00,1985.00,1830.00,160.00,170.00,0.00,0.00,0.00,700.00,695.00,1900.00,330.00,685.00,735.00,90.00,60.00,2390.00,2435.00
"E7A","E7A",53.20,1335.00,50.00,100.00,45.00,155.00,5.00,10.00,20.00,2.10,30600.00,33600.00,3605.00,3250.00,260.00,95.00,3605.00,500.00,200.00,2905.00,100.00,35.00,55.00,0.00,0.00,1725.00,1385.00,345.00,0.00,1725.00,70.00,1655.00,1725.00,585.00,540.00,295.00,135.00,70.00,45.00,30.00,25.00,1705.00,1570.00,140.00,345.00,17.40,21.70,11.60,536.00,552.00,1595.00,735.00,400.00,280.00,130.00,55.00,1895.00,1810.00
"E7B","E7B",50.40,2010.00,50.00,35.00,45.00,145.00,0.00,10.00,195.00,2.30,31400.00,35200.00,5645.00,5500.00,135.00,0.00,5640.00,200.00,240.00,5205.00,80.00,35.00,40.00,0.00,0.00,2495.00,2155.00,340.00,0.00,2495.00,75.00,2420.00,2495.00,340.00,945.00,485.00,365.00,165.00,105.00,45.00,55.00,2495.00,2265.00,225.00,340.00,13.20,11.80,0.00,604.00,604.00,2430.00,1245.00,855.00,175.00,65.00,90.00,2825.00,2815.00
"E7C","E7C",52.00,1870.00,45.00,20.00,115.00,240.00,0.00,5.00,30.00,2.10,31800.00,35200.00,4945.00,4860.00,85.00,0.00,4950.00,130.00,200.00,4620.00,25.00,0.00,15.00,0.00,0.00,2340.00,1910.00,405.00,25.00,2340.00,140.00,2195.00,2340.00,630.00,760.00,390.00,255.00,100.00,105.00,35.00,55.00,2135.00,1950.00,190.00,360.00,13.90,12.50,4.20,600.00,628.00,1990.00,1025.00,730.00,115.00,60.00,60.00,2510.00,2550.00
"E7E","E7E",51.20,1535.00,45.00,40.00,30.00,145.00,0.00,5.00,30.00,2.20,29800.00,33200.00,3960.00,3810.00,140.00,10.00,3960.00,245.00,265.00,3450.00,60.00,10.00,40.00,0.00,0.00,1825.00,1480.00,345.00,0.00,1825.00,90.00,1735.00,1825.00,530.00,575.00,310.00,190.00,120.00,45.00,35.00,30.00,1815.00,1655.00,160.00,350.00,18.60,11.40,14.30,584.00,622.00,1545.00,565.00,675.00,175.00,60.00,70.00,2050.00,2050.00
"E7G","E7G",54.00,1495.00,10.00,30.00,15.00,100.00,0.00,0.00,15.00,2.20,26600.00,28000.00,3555.00,3470.00,90.00,0.00,3555.00,140.00,215.00,3195.00,60.00,10.00,55.00,0.00,0.00,1685.00,1430.00,255.00,0.00,1685.00,15.00,1670.00,1685.00,545.00,490.00,295.00,195.00,70.00,20.00,15.00,50.00,1680.00,1535.00,150.00,255.00,11.80,21.60,25.50,650.00,624.00,1050.00,385.00,295.00,235.00,65.00,75.00,1800.00,1825.00
"E7H","E7H",49.20,2055.00,55.00,75.00,30.00,170.00,0.00,20.00,55.00,2.30,27000.00,28400.00,5550.00,5210.00,330.00,0.00,5550.00,505.00,715.00,4335.00,155.00,40.00,115.00,0.00,0.00,2440.00,1745.00,425.00,275.00,2440.00,40.00,2400.00,2440.00,560.00,700.00,490.00,390.00,105.00,65.00,45.00,90.00,2000.00,1870.00,130.00,400.00,21.30,19.00,24.10,600.00,626.00,1940.00,995.00,475.00,305.00,100.00,65.00,2690.00,2910.00
"E7J","E7J",49.20,725.00,25.00,15.00,0.00,40.00,0.00,0.00,25.00,2.20,29800.00,32800.00,1870.00,1820.00,50.00,0.00,1875.00,70.00,125.00,1680.00,35.00,25.00,0.00,0.00,0.00,850.00,715.00,135.00,0.00,850.00,10.00,845.00,850.00,205.00,275.00,150.00,135.00,50.00,10.00,15.00,10.00,825.00,720.00,105.00,135.00,22.20,25.90,19.20,524.00,580.00,745.00,290.00,240.00,135.00,45.00,30.00,955.00,950.00
"E7K","E7K",47.60,835.00,10.00,20.00,20.00,60.00,10.00,0.00,75.00,2.30,29600.00,32000.00,2400.00,2250.00,150.00,0.00,2400.00,150.00,200.00,2050.00,100.00,65.00,20.00,0.00,0.00,1045.00,870.00,170.00,0.00,1045.00,20.00,1030.00,1045.00,375.00,270.00,120.00,130.00,20.00,65.00,25.00,35.00,1015.00,915.00,100.00,175.00,8.60,25.70,31.40,690.00,710.00,925.00,360.00,350.00,155.00,25.00,35.00,1210.00,1195.00
"E7L","E7L",48.00,1870.00,45.00,20.00,25.00,155.00,0.00,5.00,60.00,2.30,30600.00,33600.00,5060.00,4745.00,240.00,75.00,5065.00,345.00,320.00,4395.00,175.00,135.00,35.00,0.00,0.00,2175.00,1825.00,350.00,0.00,2175.00,35.00,2140.00,2175.00,565.00,610.00,405.00,250.00,105.00,105.00,70.00,65.00,2140.00,1970.00,165.00,350.00,5.70,14.30,14.70,685.00,684.00,1960.00,735.00,780.00,290.00,45.00,105.00,2555.00,2550.00
"E7M","E7M",44.40,3020.00,90.00,110.00,145.00,790.00,0.00,20.00,280.00,2.30,30000.00,32800.00,10275.00,9305.00,695.00,270.00,10275.00,1075.00,850.00,8345.00,550.00,450.00,85.00,15.00,0.00,4470.00,2990.00,1330.00,150.00,4470.00,55.00,4415.00,4470.00,1200.00,1060.00,545.00,650.00,300.00,280.00,205.00,225.00,4260.00,3735.00,530.00,1330.00,14.30,25.10,7.80,735.00,733.00,4340.00,2525.00,1205.00,390.00,60.00,155.00,5125.00,5315.00
"E7N","E7N",45.60,1115.00,45.00,0.00,0.00,45.00,0.00,0.00,40.00,2.50,31800.00,34800.00,3110.00,2870.00,230.00,15.00,3110.00,260.00,240.00,2610.00,170.00,145.00,15.00,0.00,0.00,1210.00,965.00,245.00,0.00,1210.00,0.00,1205.00,1210.00,230.00,285.00,200.00,300.00,55.00,80.00,25.00,45.00,1195.00,1085.00,105.00,245.00,0.00,24.50,18.80,785.00,755.00,1330.00,550.00,515.00,225.00,20.00,20.00,1570.00,1585.00
"E7P","E7P",48.00,1215.00,10.00,30.00,30.00,110.00,10.00,5.00,35.00,2.40,31600.00,34800.00,3320.00,3180.00,135.00,0.00,3325.00,150.00,190.00,2985.00,100.00,70.00,25.00,0.00,0.00,1405.00,1105.00,300.00,0.00,1405.00,20.00,1385.00,1405.00,430.00,345.00,250.00,170.00,60.00,40.00,45.00,60.00,1380.00,1235.00,145.00,295.00,11.90,20.30,15.30,740.00,760.00,1335.00,530.00,550.00,150.00,35.00,75.00,1715.00,1760.00
"E8A","E8A",48.80,1270.00,60.00,50.00,65.00,130.00,0.00,30.00,10.00,2.20,31400.00,34800.00,3595.00,3515.00,20.00,60.00,3595.00,75.00,20.00,3500.00,0.00,0.00,0.00,0.00,0.00,1610.00,1210.00,400.00,0.00,1610.00,105.00,1505.00,1610.00,350.00,475.00,310.00,220.00,65.00,65.00,45.00,85.00,1595.00,1430.00,170.00,400.00,16.30,17.70,15.40,624.00,644.00,1410.00,1005.00,245.00,75.00,25.00,65.00,1850.00,1800.00
"E8B","E8B",49.20,900.00,15.00,55.00,5.00,75.00,0.00,0.00,10.00,2.20,28800.00,31200.00,2245.00,2220.00,10.00,10.00,2245.00,25.00,25.00,2200.00,0.00,0.00,0.00,0.00,0.00,1065.00,875.00,190.00,0.00,1065.00,60.00,1010.00,1065.00,260.00,320.00,155.00,185.00,45.00,35.00,35.00,35.00,1055.00,960.00,95.00,190.00,18.40,21.10,23.70,524.00,500.00,800.00,455.00,230.00,45.00,30.00,45.00,1185.00,1115.00
"E8C","E8C",56.00,1285.00,40.00,30.00,65.00,285.00,0.00,5.00,5.00,2.00,28800.00,31000.00,3470.00,3370.00,90.00,0.00,3470.00,145.00,160.00,3165.00,45.00,0.00,35.00,0.00,0.00,1720.00,1135.00,435.00,155.00,1720.00,35.00,1685.00,1720.00,720.00,580.00,145.00,165.00,15.00,20.00,35.00,45.00,1515.00,1330.00,190.00,420.00,21.40,26.50,9.60,572.00,604.00,1030.00,595.00,315.00,70.00,20.00,30.00,1750.00,1950.00
"E8E","E8E",52.40,2020.00,10.00,45.00,50.00,80.00,0.00,15.00,80.00,2.20,32400.00,36000.00,5095.00,5040.00,65.00,0.00,5100.00,65.00,120.00,4915.00,20.00,0.00,20.00,0.00,0.00,2335.00,2035.00,300.00,0.00,2335.00,55.00,2280.00,2335.00,525.00,790.00,470.00,300.00,60.00,55.00,80.00,50.00,2330.00,2160.00,175.00,295.00,18.60,18.60,0.00,572.00,576.00,1990.00,730.00,935.00,200.00,45.00,80.00,2545.00,2575.00
"E8G","E8G",59.20,1185.00,15.00,15.00,5.00,45.00,0.00,5.00,20.00,1.90,23600.00,24600.00,2395.00,2350.00,45.00,0.00,2400.00,45.00,65.00,2290.00,25.00,10.00,15.00,0.00,0.00,1255.00,1075.00,185.00,0.00,1255.00,20.00,1230.00,1255.00,310.00,475.00,265.00,155.00,15.00,10.00,20.00,10.00,1240.00,1155.00,90.00,180.00,36.10,16.70,22.20,468.00,472.00,595.00,190.00,180.00,150.00,35.00,35.00,1245.00,1225.00
"E8J","E8J",54.00,2000.00,125.00,145.00,80.00,90.00,0.00,20.00,35.00,2.20,30600.00,33600.00,5510.00,5465.00,40.00,15.00,5515.00,65.00,55.00,5385.00,25.00,15.00,10.00,0.00,0.00,2495.00,2035.00,460.00,0.00,2495.00,90.00,2405.00,2495.00,420.00,890.00,535.00,305.00,65.00,105.00,80.00,90.00,2495.00,2270.00,225.00,455.00,9.90,25.30,7.70,675.00,610.00,1980.00,675.00,955.00,240.00,50.00,65.00,2815.00,2810.00
"E8K","E8K",52.40,2925.00,130.00,195.00,200.00,265.00,0.00,35.00,165.00,2.20,31200.00,34800.00,8540.00,8395.00,130.00,10.00,8535.00,155.00,155.00,8225.00,85.00,60.00,30.00,0.00,0.00,3915.00,3115.00,805.00,0.00,3915.00,240.00,3680.00,3915.00,410.00,1470.00,840.00,590.00,150.00,175.00,155.00,130.00,3915.00,3470.00,445.00,800.00,5.00,29.40,2.50,750.00,772.00,3180.00,1335.00,1420.00,225.00,55.00,140.00,4235.00,4475.00
"E8L","E8L",53.60,955.00,15.00,0.00,10.00,15.00,0.00,5.00,20.00,2.20,27800.00,30200.00,2245.00,2230.00,20.00,0.00,2250.00,15.00,15.00,2215.00,15.00,0.00,10.00,0.00,0.00,1015.00,900.00,115.00,0.00,1015.00,20.00,995.00,1015.00,180.00,480.00,160.00,85.00,30.00,35.00,20.00,20.00,1015.00,950.00,60.00,115.00,0.00,0.00,0.00,500.00,420.00,745.00,135.00,255.00,250.00,60.00,50.00,1170.00,1085.00
"E8M","E8M",52.00,795.00,15.00,10.00,10.00,75.00,0.00,0.00,20.00,2.20,27200.00,29000.00,2005.00,1985.00,15.00,0.00,2005.00,20.00,20.00,1965.00,15.00,10.00,0.00,0.00,0.00,935.00,750.00,180.00,0.00,935.00,65.00,865.00,935.00,160.00,310.00,200.00,120.00,25.00,30.00,35.00,50.00,935.00,825.00,110.00,180.00,11.10,22.20,20.00,604.00,576.00,725.00,235.00,295.00,105.00,70.00,25.00,1060.00,960.00
"E8N","E8N",57.60,1065.00,45.00,15.00,25.00,35.00,0.00,0.00,25.00,2.00,27000.00,29000.00,2325.00,2305.00,15.00,0.00,2330.00,30.00,50.00,2255.00,0.00,0.00,0.00,0.00,0.00,1200.00,995.00,200.00,0.00,1200.00,30.00,1165.00,1200.00,285.00,520.00,220.00,90.00,20.00,30.00,10.00,15.00,1200.00,1105.00,95.00,205.00,19.50,12.20,17.50,520.00,536.00,745.00,145.00,335.00,170.00,50.00,40.00,1190.00,1210.00
"E8P","E8P",55.20,1405.00,25.00,0.00,15.00,55.00,0.00,0.00,25.00,2.20,28800.00,31800.00,3275.00,3245.00,15.00,0.00,3270.00,25.00,50.00,3195.00,15.00,15.00,0.00,0.00,0.00,1515.00,1330.00,190.00,0.00,1515.00,55.00,1465.00,1515.00,320.00,540.00,220.00,215.00,55.00,70.00,50.00,45.00,1515.00,1390.00,120.00,190.00,13.20,13.20,13.20,548.00,516.00,1265.00,365.00,635.00,175.00,25.00,55.00,1710.00,1700.00
"E8R","E8R",54.40,1230.00,40.00,55.00,20.00,60.00,0.00,0.00,40.00,2.10,26000.00,28400.00,3060.00,3045.00,15.00,0.00,3060.00,10.00,15.00,3030.00,0.00,0.00,0.00,0.00,0.00,1455.00,1175.00,275.00,0.00,1455.00,115.00,1340.00,1455.00,305.00,515.00,255.00,200.00,65.00,50.00,40.00,30.00,1450.00,1305.00,145.00,280.00,12.50,30.40,30.90,532.00,492.00,980.00,300.00,290.00,260.00,75.00,55.00,1580.00,1545.00
"E8S","E8S",52.80,1620.00,30.00,15.00,35.00,325.00,0.00,10.00,35.00,2.10,30800.00,34400.00,4320.00,4210.00,40.00,65.00,4315.00,110.00,55.00,4155.00,30.00,20.00,0.00,0.00,0.00,2070.00,1585.00,485.00,0.00,2070.00,120.00,1950.00,2070.00,395.00,880.00,365.00,210.00,70.00,80.00,40.00,40.00,2060.00,1835.00,230.00,485.00,14.40,26.00,11.70,572.00,600.00,1725.00,1045.00,435.00,200.00,20.00,25.00,2275.00,2335.00
"E8T","E8T",55.60,2385.00,50.00,30.00,35.00,85.00,0.00,10.00,75.00,2.10,29000.00,32400.00,5710.00,5665.00,30.00,15.00,5715.00,55.00,65.00,5600.00,15.00,10.00,0.00,0.00,0.00,2665.00,2300.00,370.00,0.00,2665.00,60.00,2605.00,2665.00,565.00,1070.00,510.00,275.00,95.00,90.00,20.00,40.00,2665.00,2475.00,185.00,365.00,6.80,15.10,9.60,500.00,472.00,2175.00,1245.00,655.00,165.00,55.00,55.00,2880.00,2835.00
"E9A","E9A",54.80,935.00,15.00,0.00,5.00,30.00,0.00,0.00,45.00,2.10,31200.00,35600.00,2120.00,2095.00,20.00,0.00,2120.00,30.00,50.00,2040.00,0.00,0.00,0.00,0.00,0.00,1040.00,925.00,120.00,0.00,1040.00,30.00,1010.00,1040.00,140.00,390.00,195.00,140.00,50.00,60.00,30.00,35.00,1040.00,970.00,75.00,120.00,29.20,20.80,25.00,520.00,590.00,775.00,380.00,170.00,80.00,85.00,65.00,1125.00,1105.00
"E9B","E9B",51.20,875.00,0.00,0.00,5.00,30.00,0.00,0.00,80.00,2.30,29400.00,32400.00,2260.00,2230.00,30.00,0.00,2260.00,30.00,65.00,2160.00,30.00,15.00,15.00,0.00,0.00,985.00,895.00,90.00,0.00,985.00,0.00,985.00,985.00,275.00,290.00,165.00,125.00,30.00,65.00,25.00,10.00,970.00,890.00,80.00,85.00,23.50,17.60,17.60,700.00,610.00,645.00,220.00,95.00,175.00,105.00,55.00,1160.00,1115.00
"E9C","E9C",56.00,915.00,10.00,5.00,0.00,50.00,0.00,0.00,40.00,2.10,25800.00,27200.00,2210.00,2175.00,35.00,0.00,2210.00,45.00,85.00,2080.00,20.00,10.00,10.00,0.00,0.00,1055.00,920.00,140.00,0.00,1055.00,25.00,1035.00,1055.00,345.00,345.00,180.00,120.00,40.00,20.00,10.00,0.00,1050.00,970.00,80.00,140.00,21.40,17.90,21.40,600.00,590.00,645.00,325.00,120.00,40.00,45.00,115.00,1050.00,1100.00
